,Date :,7/7/2022 13:04,,,,,,,,,,,
,Motion Threshold (au):,15,,,,,,,,,,,
,Detection Method:,Linear,,,,,,,,,,,
,Min Freeze Duration (f):,10,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Component Details,,,,,,,,,,,,
,Component Name,Start Time,Duration (s),Start Frame,Duration Frames,,,,,,,,
,Day2_Acclimation, 0:00:00.000,180,0,5400,,,,,,,,
,Day2_CSTone, 0:03:00.000,360,5400,10800,,,,,,,,
,Day2_Exploration, 0:06:00.000,450,10800,13500,,,,,,,,
,,,,,,,,,,,,,
Animal_ID,Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index
220606_1,VF070722_114806,day2_trial1,Chamber1,,,Day2_Acclimation,49,44,9.78,24.44,76.41,0,1132
220606_1,VF070722_114806,day2_trial1,Chamber1,,,Day2_CSTone,76,83.267,18.5,23.13,84.6,0,969
220606_1,VF070722_114806,day2_trial1,Chamber1,,,Day2_Exploration,30,35.7,7.93,7.93,103.55,0,969
,,,,,,,,,,,,,
220606_2,VF070722_114806,day2_trial1,Chamber2,,,Day2_Acclimation,83,74.067,16.46,41.15,39.09,0,636
220606_2,VF070722_114806,day2_trial1,Chamber2,,,Day2_CSTone,69,80.167,17.81,22.27,64.1,0,806
220606_2,VF070722_114806,day2_trial1,Chamber2,,,Day2_Exploration,13,11.867,2.64,2.64,113.16,0,806
,,,,,,,,,,,,,
220606_3,VF070722_115722,day2_trial2,Chamber1,,,Day2_Acclimation,28,46.8,10.4,26,84.95,0,1214
220606_3,VF070722_115722,day2_trial2,Chamber1,,,Day2_CSTone,60,89.467,19.88,24.85,65.17,0,1206
220606_3,VF070722_115722,day2_trial2,Chamber1,,,Day2_Exploration,23,30.7,6.82,6.82,55.5,0,1028
,,,,,,,,,,,,,
220606_4,VF070722_115722,day2_trial2,Chamber2,,,Day2_Acclimation,9,4.5,1,2.5,206.6,0,1495
220606_4,VF070722_115722,day2_trial2,Chamber2,,,Day2_CSTone,60,45.7,10.16,12.69,101.21,0,1390
220606_4,VF070722_115722,day2_trial2,Chamber2,,,Day2_Exploration,13,8.467,1.88,1.88,135.58,0,1390
,,,,,,,,,,,,,
220606_5,VF070722_120810,day2_trial3,Chamber1,,,Day2_Acclimation,6,4.633,1.03,2.57,170.32,0,1337
220606_5,VF070722_120810,day2_trial3,Chamber1,,,Day2_CSTone,50,44.267,9.84,12.3,79.28,0,1068
220606_5,VF070722_120810,day2_trial3,Chamber1,,,Day2_Exploration,21,21.533,4.79,4.79,74.82,0,766
,,,,,,,,,,,,,
220606_6,VF070722_120810,day2_trial3,Chamber2,,,Day2_Acclimation,21,17.167,3.81,9.54,149.77,0,1257
220606_6,VF070722_120810,day2_trial3,Chamber2,,,Day2_CSTone,75,93.133,20.7,25.87,67.83,0,1426
220606_6,VF070722_120810,day2_trial3,Chamber2,,,Day2_Exploration,31,36.9,8.2,8.2,46.53,0,896
,,,,,,,,,,,,,
220606_7,VF070722_121855,day2_trial4,Chamber1,,,Day2_Acclimation,19,15.733,3.5,8.74,138.96,0,1285
220606_7,VF070722_121855,day2_trial4,Chamber1,,,Day2_CSTone,73,107.733,23.94,29.93,53.7,0,1100
220606_7,VF070722_121855,day2_trial4,Chamber1,,,Day2_Exploration,21,26.967,5.99,5.99,55.77,0,1100
,,,,,,,,,,,,,
220606_8,VF070722_121855,day2_trial4,Chamber2,,,Day2_Acclimation,23,21.433,4.76,11.91,127.93,0,927
220606_8,VF070722_121855,day2_trial4,Chamber2,,,Day2_CSTone,67,96.867,21.53,26.91,78.77,0,1478
220606_8,VF070722_121855,day2_trial4,Chamber2,,,Day2_Exploration,22,24.2,5.38,5.38,50.85,0,779
,,,,,,,,,,,,,
220606_9,VF070722_122936,day2_trial5,Chamber1,,,Day2_Acclimation,36,23.333,5.19,12.96,115.86,0,1059
220606_9,VF070722_122936,day2_trial5,Chamber1,,,Day2_CSTone,78,103.4,22.98,28.72,52.44,0,2124
220606_9,VF070722_122936,day2_trial5,Chamber1,,,Day2_Exploration,14,16.7,3.71,3.71,63.84,0,616
,,,,,,,,,,,,,
220606_10,VF070722_122936,day2_trial5,Chamber2,,,Day2_Acclimation,36,33.333,7.41,18.52,164.13,0,1558
220606_10,VF070722_122936,day2_trial5,Chamber2,,,Day2_CSTone,70,118.5,26.33,32.92,76.05,0,4189
220606_10,VF070722_122936,day2_trial5,Chamber2,,,Day2_Exploration,17,16.467,3.66,3.66,71,0,764
,,,,,,,,,,,,,
220606_11,VF070722_124136,day2_trial6,Chamber1,,,Day2_Acclimation,57,33.4,7.42,18.56,78.27,0,1335
220606_11,VF070722_124136,day2_trial6,Chamber1,,,Day2_CSTone,123,126.067,28.01,35.02,55.27,0,1313
220606_11,VF070722_124136,day2_trial6,Chamber1,,,Day2_Exploration,23,21.367,4.75,4.75,102.59,0,1313
,,,,,,,,,,,,,
220606_12,VF070722_124136,day2_trial6,Chamber2,,,Day2_Acclimation,55,32.6,7.24,18.11,131.36,0,1392
220606_12,VF070722_124136,day2_trial6,Chamber2,,,Day2_CSTone,81,82.967,18.44,23.05,98.34,0,1350
220606_12,VF070722_124136,day2_trial6,Chamber2,,,Day2_Exploration,13,13.033,2.9,2.9,147.34,0,1228
,,,,,,,,,,,,,
