,Date :,5/2/2022 11:17,,,,,,,,,,,
,Motion Threshold (au):,15,,,,,,,,,,,
,Detection Method:,Linear,,,,,,,,,,,
,Min Freeze Duration (f):,10,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Component Details,,,,,,,,,,,,
,Component Name,Start Time,Duration (s),Start Frame,Duration Frames,,,,,,,,
,Sound 1, 0:02:00.000,30,3600,900,,,,,,,,
,Sound 2, 0:04:02.000,30,7260,900,,,,,,,,
,Sound 3, 0:06:04.000,30,10920,900,,,,,,,,
,Shock 1, 0:02:30.000,2,4500,60,,,,,,,,
,Shock 2, 0:04:32.000,2,8160,60,,,,,,,,
,Shock 3, 0:06:34.000,2,11820,60,,,,,,,,
,,,,,,,,,,,,,
Animal_ID,Experiment,Trial,Box,Animal,Group,Component Name,Freeze Cnt,Time Freezing,Pct Total Time Freezing,Pct Component Time Freezing,Avg Motion Index,Min Motion Index,Max Motion Index
220404_1,VF050222_095213,day0_trial1.2,Chamber1,,,Sound 1,7,7.033,1.36,23.44,37.7,0,351
220404_1,VF050222_095213,day0_trial1.2,Chamber1,,,Sound 2,14,22.067,4.28,73.56,10.73,0,328
220404_1,VF050222_095213,day0_trial1.2,Chamber1,,,Sound 3,7,21.933,4.25,73.11,7.45,0,131
220404_1,VF050222_095213,day0_trial1.2,Chamber1,,,Shock 1,0,0,0,0,532.62,0,2133
220404_1,VF050222_095213,day0_trial1.2,Chamber1,,,Shock 2,0,0,0,0,383.65,5,1287
220404_1,VF050222_095213,day0_trial1.2,Chamber1,,,Shock 3,0,0,0,0,206.4,0,723
,,,,,,,,,,,,,
220404_2,VF050222_095213,day0_trial1.2,Chamber 2,,,Sound 1,2,1.033,0.2,3.44,291.27,0,1542
220404_2,VF050222_095213,day0_trial1.2,Chamber 2,,,Sound 2,2,2.167,0.42,7.22,137.68,0,809
220404_2,VF050222_095213,day0_trial1.2,Chamber 2,,,Sound 3,9,14.767,2.86,49.22,37.14,0,302
220404_2,VF050222_095213,day0_trial1.2,Chamber 2,,,Shock 1,0,0,0,0,878.82,98,3612
220404_2,VF050222_095213,day0_trial1.2,Chamber 2,,,Shock 2,0,0,0,0,1026.48,22,2785
220404_2,VF050222_095213,day0_trial1.2,Chamber 2,,,Shock 3,0,0,0,0,754.13,89,1543
,,,,,,,,,,,,,
220404_3,VF050222_100217,day0_trial2,Chamber1,,,Sound 1,5,3.3,0.64,11,103.81,0,606
220404_3,VF050222_100217,day0_trial2,Chamber1,,,Sound 2,10,24.867,4.82,82.89,9.3,0,179
220404_3,VF050222_100217,day0_trial2,Chamber1,,,Sound 3,5,29.467,5.71,98.22,0.8,0,52
220404_3,VF050222_100217,day0_trial2,Chamber1,,,Shock 1,0,0,0,0,448.98,1,2368
220404_3,VF050222_100217,day0_trial2,Chamber1,,,Shock 2,0,0,0,0,389.38,7,1389
220404_3,VF050222_100217,day0_trial2,Chamber1,,,Shock 3,0,0,0,0,361.62,0,1387
,,,,,,,,,,,,,
220404_4,VF050222_100217,day0_trial2,Chamber 2,,,Sound 1,1,0.367,0.07,1.22,254.11,0,1812
220404_4,VF050222_100217,day0_trial2,Chamber 2,,,Sound 2,7,6.433,1.25,21.44,60.27,0,1161
220404_4,VF050222_100217,day0_trial2,Chamber 2,,,Sound 3,4,12.7,2.46,42.33,62.59,0,733
220404_4,VF050222_100217,day0_trial2,Chamber 2,,,Shock 1,0,0,0,0,1299.47,9,4432
220404_4,VF050222_100217,day0_trial2,Chamber 2,,,Shock 2,0,0,0,0,1111.13,13,3772
220404_4,VF050222_100217,day0_trial2,Chamber 2,,,Shock 3,0,0,0,0,1359.38,38,4115
,,,,,,,,,,,,,
220404_5,VF050222_101358,day0_trial3,Chamber1,,,Sound 1,13,7.3,1.41,24.33,68.62,0,597
220404_5,VF050222_101358,day0_trial3,Chamber1,,,Sound 2,15,14.233,2.76,47.44,17.76,0,163
220404_5,VF050222_101358,day0_trial3,Chamber1,,,Sound 3,7,28.667,5.56,95.56,1.4,0,145
220404_5,VF050222_101358,day0_trial3,Chamber1,,,Shock 1,0,0,0,0,611.77,0,3779
220404_5,VF050222_101358,day0_trial3,Chamber1,,,Shock 2,0,0,0,0,316.55,0,1380
220404_5,VF050222_101358,day0_trial3,Chamber1,,,Shock 3,0,0,0,0,190.55,0,713
,,,,,,,,,,,,,
220404_6,VF050222_101358,day0_trial3,Chamber 2,,,Sound 1,0,0,0,0,406.81,0,1847
220404_6,VF050222_101358,day0_trial3,Chamber 2,,,Sound 2,11,13.167,2.55,43.89,79.06,0,860
220404_6,VF050222_101358,day0_trial3,Chamber 2,,,Sound 3,9,24.5,4.75,81.67,9.55,0,170
220404_6,VF050222_101358,day0_trial3,Chamber 2,,,Shock 1,0,0,0,0,992.1,160,2713
220404_6,VF050222_101358,day0_trial3,Chamber 2,,,Shock 2,0,0,0,0,1157.35,0,2531
220404_6,VF050222_101358,day0_trial3,Chamber 2,,,Shock 3,0,0,0,0,1083.77,17,2785
,,,,,,,,,,,,,
220404_7,VF050222_102640,day0_trial4,Chamber1,,,Sound 1,8,4.9,0.95,16.33,75.83,0,569
220404_7,VF050222_102640,day0_trial4,Chamber1,,,Sound 2,20,22.533,4.37,75.11,6.86,0,176
220404_7,VF050222_102640,day0_trial4,Chamber1,,,Sound 3,8,27.367,5.3,91.22,2.56,0,146
220404_7,VF050222_102640,day0_trial4,Chamber1,,,Shock 1,0,0,0,0,481.93,0,1577
